bairro_id,preco_total,area,quartos,banheiros,vagas
26,1155,36,1,1,0
30,4447,100,3,3,1
54,970,45,2,1,1
93,1210,50,2,1,1
20,1098,58,2,1,1
124,3472,82,2,2,1
60,1370,62,2,1,1
83,1240,56,2,1,1
60,885,50,2,1,1
67,1459,82,2,2,0
83,2440,55,2,2,1
20,1665,40,0,0,0
13,3440,380,0,2,0
47,10000,360,0,5,12
7,2147,30,0,1,1
79,2374,70,2,2,1
124,2267,56,2,1,1
20,1150,45,2,1,1
30,2838,80,2,1,0
102,1509,29,0,0,1
89,1538,22,0,1,1
134,2095,54,2,2,1
85,1300,70,2,1,1
26,37976,648,0,2,0
83,2184,65,2,1,1
134,2680,80,2,1,1
124,1260,24,1,1,1
85,1062,60,2,1,1
92,1350,40,2,1,1
83,1470,62,2,2,1
71,1800,34,1,1,0
0,1287,90,2,1,0
21,2000,68,2,1,1
62,4100,75,2,2,1
30,1524,36,0,1,0
124,2225,35,0,1,0
7,6210,96,0,0,1
40,1360,95,3,2,1
98,1550,55,2,1,0
93,1028,47,2,1,1
124,1350,28,0,1,0
26,1173,27,0,0,0
102,1350,25,0,0,1
60,1150,72,2,1,1
43,3600,72,3,2,1
92,870,52,2,1,1
134,2159,65,2,1,1
7,1165,30,0,0,1
65,1730,31,0,1,0
7,1580,35,0,0,1
28,1200,59,2,1,1
72,3520,78,2,1,0
92,1544,50,1,1,1
122,1229,50,2,1,1
20,1140,45,2,1,1
83,935,45,0,1,0
26,900,34,0,1,0
7,1513,22,0,1,1
7,36200,400,4,3,2
7,2210,22,0,0,0
79,1350,55,1,2,1
42,4414,105,2,1,1
111,1500,49,2,1,0
40,1365,55,2,2,0
23,2058,42,1,1,0
89,1450,52,2,1,1
89,3340,78,3,2,1
26,1100,35,1,1,0
85,1180,48,1,1,0
93,1700,50,2,1,1
47,1643,50,1,1,0
26,1145,30,0,1,0
7,2824,51,0,1,0
26,1190,45,0,1,0
12,2052,40,1,1,1
20,900,80,2,2,0
41,15350,1550,0,2,0
26,2500,38,1,0,1
59,2497,40,1,1,0
7,4090,50,1,1,1
44,1280,28,0,0,1
30,3376,70,2,1,0
89,975,20,0,1,1
20,1405,45,2,1,1
20,1020,100,2,1,1
20,1320,50,2,1,1
136,1800,59,2,1,1
26,765,30,0,1,0
7,2825,50,0,1,1
79,2511,73,2,1,1
30,14805,172,4,2,1
2,1600,59,2,1,0
122,1820,44,0,1,1
20,1110,43,2,1,1
83,1400,46,2,1,1
124,2640,71,2,1,1
26,1530,46,1,1,0
26,1035,30,0,2,0
26,1064,33,0,1,0
30,5635,130,2,2,1
100,14000,530,3,4,10
40,1477,84,3,2,1
121,1451,75,2,1,1
122,3204,66,0,0,1
20,722,90,2,1,1
124,1968,90,2,1,1
26,2230,30,0,1,0
55,3360,83,2,1,0
2,2070,65,2,1,1
102,1312,28,0,1,1
92,1240,60,1,1,1
70,2673,50,1,1,0
73,28004,325,4,1,3
119,38882,3200,0,4,10
124,1800,40,2,1,0
93,942,54,2,1,1
12,2410,42,1,1,0
48,2250,65,2,2,1
134,2528,76,2,3,1
91,1200,68,2,1,1
134,1306,44,2,1,0
21,1145,40,2,1,1
130,1530,60,2,1,1
43,1570,67,2,1,1
79,3945,96,2,2,2
124,3000,90,3,2,1
35,1615,30,0,1,1
124,2550,125,3,1,1
44,1555,58,2,1,1
83,1110,50,2,1,1
122,1700,55,2,1,1
137,1850,82,2,1,1
20,1180,50,2,1,1
62,1617,58,3,1,1
83,1850,53,2,2,1
44,1211,24,0,1,1
47,1604,33,1,1,0
59,4769,87,4,2,0
122,1850,76,1,1,1
51,1100,46,2,1,1
103,1200,66,2,2,0
64,1330,70,2,1,1
20,930,50,2,1,1
12,2505,40,1,1,0
115,1100,44,2,1,1
62,1590,42,1,1,1
44,1336,28,0,0,1
42,3850,106,3,3,0
26,1050,25,0,1,0
48,2363,80,2,2,1
40,1600,55,1,1,1
21,1687,130,3,2,2
26,1154,28,0,1,0
12,4150,85,2,3,0
2,2154,70,1,1,1
26,766,25,0,1,0
84,1300,56,2,1,1
30,2077,40,1,1,0
7,3908,60,2,2,1
60,1010,50,2,1,1
60,1535,79,2,1,0
124,2735,90,3,3,1
79,1970,79,2,1,0
15,1424,71,2,2,1
26,1286,53,0,0,0
7,3374,70,1,1,1
44,1210,23,0,1,1
119,1647,50,2,1,0
26,1074,30,0,1,0
101,1100,89,2,1,1
26,1030,24,0,1,0
68,8720,252,2,5,2
7,1227,27,0,0,1
122,1693,65,2,1,1
89,2445,80,2,2,1
83,1710,75,3,1,1
102,1387,31,1,1,1
26,1606,29,0,1,0
79,2980,68,2,2,1
40,1420,90,2,2,0
21,1260,70,2,1,1
44,1910,68,2,2,1
124,4060,100,3,3,1
79,3450,89,2,2,1
26,910,17,0,0,0
125,2800,57,2,2,1
83,2018,70,2,2,1
43,1726,70,2,1,1
1,16235,1437,0,0,0
26,1230,34,0,1,0
34,1500,68,2,1,1
20,1270,50,2,1,1
43,1560,50,2,1,1
26,2383,50,1,1,0
99,1025,60,2,1,1
19,2134,64,2,1,1
2,2000,58,1,1,1
124,2149,74,2,1,1
134,2755,56,1,1,1
84,2600,75,2,2,1
20,972,60,2,1,1
124,2040,63,2,2,0
30,2335,45,1,1,0
26,713,28,0,1,0
44,950,25,0,1,1
26,1250,40,0,1,0
20,907,60,2,1,1
124,4545,110,3,2,2
20,1050,42,2,1,1
7,2000,38,0,1,1
102,16900,300,0,3,8
64,1100,50,2,1,1
26,2190,65,0,1,0
20,963,70,2,1,2
19,1366,60,2,1,1
97,1200,116,3,2,1
83,900,78,3,1,1
30,1304,29,1,1,0
106,3166,68,2,1,1
20,1955,80,2,1,1
124,2030,60,2,2,0
44,2350,77,3,2,1
30,1393,40,0,1,1
20,982,55,2,1,1
26,2120,68,0,1,0
122,1443,60,2,1,1
38,2556,52,2,1,2
20,1285,48,2,1,1
20,763,48,2,1,1
39,1275,65,2,1,0
39,1530,55,2,1,1
59,10700,210,3,3,2
7,20573,202,0,2,7
89,5260,50,0,1,2
124,2050,60,2,1,0
72,4145,90,2,2,0
124,2928,120,3,3,0
62,2675,51,2,1,1
89,1250,66,2,1,1
20,775,50,2,1,1
79,6050,88,2,3,1
111,2075,37,1,1,0
6,3000,80,0,1,0
60,3079,300,4,3,7
89,1100,43,2,1,1
7,1911,35,0,1,1
83,1700,68,2,1,0
20,918,49,2,1,1
79,2492,76,1,2,1
131,1640,27,0,1,1
102,1550,27,0,0,1
83,1520,63,2,1,1
62,1560,55,2,1,1
15,1760,72,3,2,0
60,1665,60,3,2,1
40,1512,50,1,1,1
102,1864,54,0,1,1
30,3417,80,3,1,0
102,1146,27,0,0,1
100,2000,105,3,2,2
22,1415,33,0,1,0
124,1864,125,3,2,0
7,550,23,1,1,1
60,3052,150,3,4,3
120,1890,50,2,1,1
20,942,45,2,1,1
70,2300,36,1,1,0
106,1450,70,2,1,0
124,4052,47,0,1,1
102,1880,39,1,0,1
20,831,49,2,1,1
26,740,29,0,0,0
60,1750,70,2,1,0
12,2031,25,0,1,0
122,1030,50,2,1,1
79,1990,90,2,1,1
20,1712,42,2,1,0
7,1830,25,0,1,1
122,1085,45,1,1,1
124,2120,60,2,1,0
30,3849,132,3,1,1
30,2142,60,0,1,0
43,1530,60,2,1,0
20,1018,60,2,1,1
83,2592,82,3,2,1
42,1848,33,1,1,0
26,668,30,0,1,0
31,9000,1000,0,0,0
26,1499,72,0,0,0
59,80000,400,0,2,0
66,16400,201,0,2,0
20,2222,200,2,2,2
26,1136,36,0,1,0
26,1098,32,0,1,1
73,2960,30,1,1,0
99,1550,82,2,2,0
83,2780,70,2,2,1
114,734,30,0,1,0
20,1650,68,3,1,1
20,900,47,2,1,1
10,990,65,2,1,1
124,1275,30,0,1,0
113,870,56,2,1,0
102,2200,47,1,1,1
42,2237,35,1,1,0
20,1250,41,2,1,1
7,2250,35,0,1,1
89,1167,40,2,1,1
26,1065,34,0,1,0
40,1786,76,2,1,1
26,1165,28,1,1,1
109,1010,60,2,1,0
106,1271,59,2,2,0
26,11700,311,0,1,0
83,2218,110,3,1,0
83,3608,155,3,1,1
20,900,50,2,1,1
130,1838,70,3,1,1
89,1230,50,2,1,0
65,3025,50,2,1,0
134,1220,30,0,1,0
122,1000,28,0,1,0
30,5760,110,2,2,1
89,1092,21,0,1,1
26,1234,35,1,1,0
124,4499,174,1,6,0
26,1590,44,0,1,1
43,1697,55,2,1,1
20,1029,48,2,1,1
30,22300,200,0,2,0
62,1955,43,1,1,1
42,4530,107,3,3,1
26,1615,49,1,1,0
83,1657,70,2,2,1
20,1200,43,2,1,1
126,1000,55,2,1,1
134,1690,59,2,1,0
72,1453,24,0,1,0
73,4450,59,2,2,0
2,2009,70,2,2,1
40,1765,54,1,1,1
65,2498,47,1,1,0
99,1566,45,2,1,0
134,1950,95,3,1,1
89,1330,45,2,1,2
43,1552,50,2,1,1
124,1680,55,1,1,0
89,2273,80,3,1,1
60,1250,75,2,1,2
26,1199,28,0,1,0
15,1550,80,3,1,1
11,1365,58,2,1,0
38,1400,52,2,1,2
27,1579,60,2,1,0
19,1331,44,2,1,1
122,1385,60,3,1,1
7,4417,76,2,2,1
60,2450,100,2,2,1
19,1690,47,2,1,1
48,3100,90,3,2,1
47,1930,45,1,1,0
20,893,45,2,1,1
48,1995,81,3,2,1
20,810,47,2,1,1
30,10210,276,4,4,2
79,2300,64,2,1,0
83,1570,70,3,1,1
26,1191,60,0,1,0
83,1490,58,2,2,1
89,1050,50,1,1,1
26,1693,31,0,1,0
15,1398,60,2,1,0
83,2610,100,3,2,2
83,1730,62,3,1,2
74,2130,36,1,1,1
42,2150,36,1,1,0
102,1410,26,1,1,1
26,1265,54,0,2,0
20,1201,130,0,2,1
60,1600,70,2,2,0
20,1045,43,2,1,1
124,2564,69,2,2,1
26,800,36,0,1,0
124,2547,62,1,1,1
20,910,52,2,1,1
26,1350,48,1,1,0
30,12800,268,3,4,1
20,930,45,2,1,1
83,1443,82,3,1,1
124,2443,58,2,2,1
89,1360,40,1,1,1
42,6075,74,2,2,1
42,4299,130,3,4,1
124,2615,86,3,3,1
100,1964,60,2,2,1
0,1200,90,2,1,0
12,2550,85,2,1,0
26,1480,33,0,1,1
2,2035,69,2,1,1
83,1322,62,2,1,1
89,1150,50,2,1,1
15,1605,50,2,1,0
125,1510,50,2,1,1
136,5030,240,2,4,5
40,2076,50,2,1,1
20,1190,51,2,1,1
83,1880,74,3,2,1
30,1833,31,2,1,0
26,16000,396,0,4,0
122,3070,250,3,3,5
42,8000,200,4,3,1
134,1668,55,1,1,1
30,3147,63,2,1,0
89,1650,54,2,1,1
117,1353,42,0,1,1
130,1520,63,2,1,1
20,3600,128,0,2,0
26,3402,66,0,1,0
7,3311,65,1,1,1
20,880,48,2,1,1
83,1635,66,2,1,0
30,1760,35,1,1,0
102,1550,31,0,0,1
7,3750,32,0,0,1
26,13921,290,0,2,0
73,35000,260,3,3,2
21,1403,72,2,1,1
89,1751,60,2,2,2
26,1145,30,1,1,0
126,750,45,2,1,1
30,2300,50,1,1,0
125,1300,70,2,2,0
26,1468,36,0,1,0
83,1610,102,3,2,0
76,1350,47,2,1,0
26,2950,65,0,0,1
43,2500,88,2,2,1
122,1150,19,0,1,1
125,1300,60,2,2,0
62,1340,30,0,1,0
15,1230,96,2,1,0
30,1985,45,1,1,0
35,1500,70,2,1,0
12,2011,34,1,1,0
83,2303,73,2,2,1
30,3810,68,2,1,1
12,6206,110,3,3,2
124,1740,50,1,2,0
7,3800,120,0,1,1
124,1718,44,1,1,0
15,1395,90,2,1,0
26,971,33,0,1,0
83,1512,80,2,1,1
38,1510,45,2,1,0
89,2800,67,2,2,1
26,1556,53,1,1,0
57,1038,60,2,1,1
26,2130,50,1,1,0
124,1862,60,1,1,1
40,1430,78,3,1,1
88,175428,7974,0,10,10
122,1150,60,2,1,1
26,1213,34,1,1,0
73,25500,330,4,5,2
34,773,24,0,0,0
26,2396,48,0,1,0
83,2400,85,2,1,1
44,1150,52,2,1,1
83,1465,80,2,1,1
74,4560,93,2,1,2
30,2915,49,0,1,1
84,1313,90,2,1,0
102,1450,28,0,0,1
96,4342,158,3,5,2
124,3139,95,2,2,2
62,3786,82,0,2,2
89,1458,44,1,1,1
60,2080,66,3,2,1
89,1743,60,2,2,1
48,4130,210,4,3,3
2,1940,60,1,2,1
30,4650,82,2,1,1
73,29700,669,4,4,4
12,57600,457,0,2,0
134,2390,70,2,2,1
44,1605,57,2,1,0
40,3750,200,5,6,2
26,1943,47,1,1,0
26,1062,32,0,1,0
12,4680,98,2,2,1
102,1880,40,0,1,0
43,2200,69,2,2,1
26,1137,27,0,1,0
39,3325,200,1,5,1
93,1470,57,2,1,8
15,1400,80,2,1,0
51,1010,43,2,1,1
43,2311,75,2,1,1
41,2925,80,2,2,0
119,1520,50,2,1,0
59,4048,50,1,1,0
60,1350,75,2,1,0
83,1910,52,1,2,1
21,1475,95,3,1,1
7,150000,1500,1,1,80
26,1967,42,0,1,0
26,1505,50,1,1,0
134,2553,160,4,3,1
26,1007,37,0,0,0
26,880,26,0,1,0
90,3350,90,2,1,2
26,780,24,0,1,0
26,1341,34,0,1,0
106,1730,60,2,1,0
27,1891,70,2,1,0
90,950,60,2,1,1
102,7826,244,3,5,4
33,1311,49,2,1,1
108,1280,45,2,1,1
11,1342,54,2,1,0
26,2495,86,2,1,0
20,1100,100,2,2,1
30,3624,62,2,1,0
55,4382,52,0,1,0
21,935,70,1,2,1
35,1980,78,2,1,1
39,1315,70,2,1,1
20,60952,612,0,2,12
124,2382,160,3,2,0
44,3600,150,3,4,1
15,1493,70,2,1,0
40,1289,47,2,1,0
122,1150,42,1,1,1
90,1200,90,2,1,0
101,950,47,0,1,0
26,1060,25,0,1,0
26,1165,32,0,1,0
26,1422,30,0,1,0
43,2400,75,2,2,1
26,1480,33,0,1,0
79,2300,46,1,1,1
83,1754,66,2,1,2
26,13200,200,0,2,0
111,1120,48,1,1,0
102,3381,65,2,2,1
100,1480,55,2,1,0
48,2040,55,1,1,1
26,1074,25,0,1,0
20,865,55,2,1,1
7,1607,28,1,1,0
39,1346,48,2,1,1
124,3200,78,3,2,1
6,16762,5453,1,1,0
59,9278,136,3,4,2
125,2610,76,3,3,2
106,2415,90,2,2,1
20,1250,50,1,1,1
89,903,18,0,0,0
102,3984,88,3,1,1
7,1910,36,0,1,1
26,1545,50,1,1,0
15,1502,57,2,1,1
122,1700,60,2,1,1
26,930,29,0,1,0
30,1430,40,0,1,0
20,2730,95,3,2,1
40,35000,2081,0,0,40
12,2200,70,1,1,0
20,1010,47,2,1,1
59,3005,35,0,1,0
83,1330,60,2,1,0
7,2191,37,0,0,1
26,810,28,0,1,0
21,1200,40,2,1,1
34,1760,45,2,1,1
30,1250,28,0,1,0
30,3709,85,2,2,1
26,1375,50,1,1,0
20,950,40,2,1,1
102,2910,59,2,2,1
72,3850,110,2,2,1
7,5607,106,3,2,2
12,8100,126,3,3,2
30,2365,45,1,1,0
7,1830,36,0,1,1
39,1150,68,2,2,0
97,1400,70,2,1,0
40,920,65,2,1,0
67,2100,54,1,1,0
40,1705,85,3,3,1
124,3650,85,3,2,1
60,1200,71,3,2,0
30,7100,50,2,1,0
30,1304,27,0,1,0
26,1395,28,1,1,0
15,1410,60,2,1,0
122,1400,46,2,1,1
26,1435,35,0,1,0
26,931,29,0,1,0
103,1300,53,1,2,0
73,7058,39,1,1,0
57,980,60,2,1,0
89,985,22,0,1,1
79,2349,47,1,1,1
12,6366,160,0,2,0
7,1433,31,0,1,1
100,1946,75,3,1,1
102,1650,35,0,0,1
110,940,50,2,1,1
26,1181,31,0,1,0
12,58912,669,0,8,0
26,1198,33,0,1,0
30,1668,34,0,1,0
59,7519,90,3,2,1
83,2097,56,2,2,1
103,1470,70,2,2,0
26,1100,35,0,1,0
90,1475,72,2,2,0
30,5300,183,3,2,1
89,2465,120,3,2,2
83,1610,73,2,1,0
134,2820,65,2,1,1
30,4600,85,2,3,2
124,3450,100,3,3,1
76,970,50,2,1,0
11,1215,57,2,1,0
11,1600,70,2,2,0
40,2100,70,2,3,1
70,3800,78,2,2,0
26,1425,35,1,1,0
20,840,47,2,1,1
53,1205,86,0,1,0
39,1630,75,2,2,0
7,1650,30,0,1,0
26,1700,56,0,1,0
26,2220,45,1,1,0
21,1290,70,2,1,1
3,2360,64,2,2,1
89,5640,450,5,5,2
100,1260,65,2,2,1
30,28850,336,4,5,2
26,6414,245,10,3,0
20,1765,26,0,1,1
26,910,40,0,1,0
15,1812,61,2,1,1
79,3440,86,2,1,1
61,3350,50,0,0,0
52,7480,123,3,2,1
91,850,20,0,1,0
26,2551,35,0,1,0
44,3271,132,3,4,2
51,1300,50,2,1,1
26,1983,45,1,1,0
42,3030,65,2,1,1
12,1500,25,1,1,0
34,2880,50,2,1,1
79,2396,98,2,1,1
83,1595,65,2,1,0
20,565,50,2,1,1
134,2300,78,2,1,1
106,6300,270,0,1,0
26,1654,48,1,1,0
7,1645,32,0,0,1
26,1593,28,1,1,0
26,1037,27,0,1,0
61,1440,58,2,2,1
99,967,42,2,1,1
26,1152,35,0,1,0
126,1500,52,2,1,2
102,1435,24,0,1,1
23,9070,200,4,3,1
62,20174,613,0,0,0
26,16490,350,0,1,0
26,2200,59,2,1,0
26,750,20,0,1,0
76,1600,90,3,1,1
124,2573,60,2,2,1
26,4900,41,0,0,0
13,1200,100,2,1,1
30,1963,33,1,1,0
92,1284,68,2,1,0
122,3000,138,3,3,2
26,800,25,0,1,0
43,1790,60,3,1,1
7,1440,27,0,1,0
122,3550,150,3,3,1
98,990,70,1,1,0
73,3805,72,2,2,0
83,1947,55,2,1,1
7,1500,30,0,1,1
59,41360,350,0,4,0
124,2015,70,2,2,0
90,2565,120,3,2,2
103,3625,40,0,1,0
20,960,44,1,1,1
119,1750,65,2,1,0
83,1390,60,3,2,0
79,2422,75,2,2,1
2,1782,36,1,1,0
121,950,30,0,1,1
2,2340,90,2,1,1
11,1280,52,2,1,0
122,4320,128,3,3,2
126,1573,70,2,1,1
134,1935,64,2,2,1
40,1420,73,2,2,0
102,3902,88,3,3,1
15,1170,70,2,2,0
15,1232,60,2,1,0
62,1483,38,1,1,1
26,1734,61,0,1,0
89,1900,65,2,1,1
79,2558,80,2,3,1
59,21800,200,3,3,1
124,1420,30,0,1,1
33,948,62,2,1,1
124,3080,60,3,1,2
67,1820,65,2,1,0
30,2182,60,0,1,0
26,778,20,0,0,0
134,1480,70,2,2,0
20,3461,162,3,3,2
122,2500,110,3,2,1
122,1600,80,2,1,1
60,1580,70,2,1,0
102,1850,32,0,1,1
12,2950,75,2,2,1
51,650,11,0,1,0
60,1640,76,2,1,0
102,5300,90,2,2,2
119,2451,64,2,1,1
7,1880,36,0,1,1
7,40002,1024,5,5,4
55,3608,49,1,1,0
134,2485,78,2,2,1
124,2356,73,2,1,1
83,1390,45,2,1,0
109,1586,76,2,1,2
42,2866,30,1,1,0
92,1390,52,2,1,1
30,4823,82,1,1,1
26,1241,31,0,1,0
121,955,20,0,0,0
92,1460,90,3,2,0
26,1040,24,0,1,1
98,2359,45,0,1,0
119,973,30,0,1,1
124,1420,22,0,0,1
127,1200,50,2,1,0
122,2218,70,2,2,0
43,2321,80,3,1,1
30,1750,38,1,1,0
26,1189,40,0,1,0
61,1945,28,0,1,0
30,1621,38,0,1,0
89,1474,53,2,1,1
124,1635,62,2,1,0
83,1868,85,2,1,0
15,1028,45,1,1,1
119,1200,50,2,1,0
15,1115,70,2,2,0
26,900,150,0,2,0
70,4432,80,2,2,1
44,2023,65,2,1,1
26,1260,31,0,1,0
26,1318,38,0,1,0
26,2100,65,0,2,0
86,500,28,0,2,0
100,1300,110,2,1,0
125,1450,49,2,1,1
30,1257,45,1,1,0
21,1280,49,2,1,0
41,1270,30,0,1,1
26,2584,34,0,1,0
26,1230,34,1,1,0
60,2000,81,2,2,0
40,1670,89,2,1,1
102,5900,144,3,4,2
7,1600,23,0,1,1
2,2240,70,2,1,0
26,1006,25,0,1,0
124,2800,110,3,2,0
35,1900,90,2,1,0
23,1820,40,1,1,0
20,980,43,2,1,1
30,4700,50,2,2,0
61,22370,772,4,6,6
20,2200,33,0,0,1
89,1054,24,0,1,1
124,4890,105,3,3,2
102,1503,32,0,1,1
26,2000,55,1,1,0
68,8705,136,3,3,2
122,700,120,2,1,1
12,1900,38,1,1,0
60,1210,40,1,1,1
83,1770,76,2,2,0
124,3104,129,3,3,1
26,1130,29,0,1,0
26,700,20,0,1,0
39,1329,60,2,1,0
85,930,47,1,1,0
59,3007,33,0,1,1
112,1150,27,0,1,1
67,6845,380,0,2,0
26,1650,45,1,1,0
92,1650,70,2,1,0
59,8333,99,3,2,2
86,953,50,2,1,1
7,7900,164,3,4,2
83,1725,107,2,2,1
62,2590,60,1,1,1
60,1225,40,1,1,1
124,2775,105,3,1,2
26,825,24,0,0,0
44,1220,22,0,1,1
84,1320,58,2,1,0
15,1340,45,1,2,0
122,1380,44,2,1,1
26,1120,36,0,1,0
30,2283,49,0,1,0
84,1313,70,2,2,0
30,4164,58,2,1,0
30,2580,52,1,1,0
21,1330,50,1,1,1
83,1770,96,2,1,1
69,1539,90,2,1,0
26,1310,39,0,1,0
20,980,60,0,2,1
43,2354,95,3,2,1
79,1792,57,1,1,0
89,1750,52,2,1,1
12,27259,241,0,2,3
32,7730,344,4,5,2
30,2499,30,1,1,0
89,1510,51,2,1,1
134,1333,23,0,1,1
20,900,47,2,1,1
26,3234,144,0,1,0
11,1325,73,2,1,0
39,1297,50,2,1,0
26,970,31,0,1,0
26,1604,40,0,1,0
26,1455,30,0,1,0
26,1800,35,0,1,0
48,2530,75,2,2,1
30,2299,30,1,1,0
37,1330,78,2,1,0
89,1966,62,3,1,1
102,1700,29,0,1,0
26,1260,60,0,2,0
89,906,25,0,1,1
30,1845,32,1,1,0
30,2730,40,1,1,0
112,1250,27,0,1,1
15,1170,50,2,1,0
73,24615,230,3,3,2
83,1570,50,2,1,0
119,1006,60,1,1,0
20,1192,50,2,1,1
90,1293,56,0,1,0
102,6489,187,3,4,2
30,5470,170,3,3,0
134,1466,36,1,1,0
102,1208,30,0,0,1
55,4495,80,2,3,1
30,4000,70,2,1,0
73,5500,42,1,1,1
99,900,55,2,1,0
26,4034,58,0,2,0
102,1375,24,0,0,0
26,1370,78,0,1,0
26,1626,60,0,2,0
30,17909,276,4,3,2
97,1500,60,2,1,1
26,3170,44,1,1,0
15,1419,70,2,1,0
83,2373,73,3,1,1
26,1065,33,1,1,0
134,1300,50,2,1,0
48,1720,80,2,2,0
30,3800,128,3,2,0
102,1750,26,0,0,0
83,1700,65,2,1,1
124,1455,24,0,1,1
97,1132,48,2,1,1
134,2520,62,2,2,1
26,1193,28,0,1,0
90,1100,68,2,1,0
89,2400,53,2,2,1
26,989,35,0,1,0
12,4660,51,0,1,1
67,5225,209,6,5,2
61,1810,58,2,1,1
35,1355,78,2,1,0
122,1460,37,2,1,1
76,1065,27,0,1,1
124,2972,100,3,3,1
68,3580,75,1,1,2
26,1155,39,0,1,0
48,2038,85,2,2,1
59,4993,56,0,2,0
7,1700,32,0,1,1
44,900,25,0,1,1
59,9700,125,3,2,2
83,1900,50,2,1,0
83,1662,60,2,1,1
47,1890,55,1,1,0
40,1535,60,1,1,1
83,1790,56,3,1,0
83,2210,70,2,1,1
39,1640,58,2,1,1
65,20700,327,4,1,4
67,2003,70,2,1,1
26,1149,28,0,1,0
11,10200,500,0,3,0
40,2037,86,2,1,0
124,3735,80,3,3,1
59,3021,35,1,1,0
93,1260,30,0,1,1
26,3650,45,0,3,0
126,650,45,1,1,1
84,1200,54,2,1,0
60,1220,50,2,1,0
83,2160,80,2,1,1
134,1890,56,2,1,0
125,1770,72,2,1,1
43,3800,180,3,4,2
47,2886,69,2,2,0
122,1380,62,2,2,1
26,1040,25,0,1,0
134,1783,72,3,2,0
40,1430,45,2,1,0
125,2323,84,3,2,3
98,1943,62,0,1,0
12,91479,773,0,8,15
59,10343,70,2,2,1
21,1400,55,2,1,0
55,3290,68,2,2,0
60,1450,105,3,1,1
30,1259,30,0,1,0
30,1191,31,1,1,0
134,2250,75,2,1,1
26,2180,40,0,1,0
73,51975,320,4,6,4
130,5280,530,3,2,6
26,1148,28,0,1,0
12,5300,113,2,2,1
83,2093,65,2,2,0
119,1257,56,3,2,0
83,1648,62,2,1,1
42,1150,30,0,1,0
44,1479,25,0,1,1
26,9222,200,0,2,0
11,12445,711,0,6,0
136,1450,60,2,1,0
26,1330,38,0,1,0
44,1280,25,0,0,1
122,8500,140,4,2,1
26,2099,66,0,0,0
80,1380,50,2,1,1
124,2750,50,0,0,1
30,2700,73,2,1,0
111,1560,35,1,1,0
20,1500,64,2,3,0
106,2185,75,2,1,0
134,1719,78,2,1,1
97,1568,52,2,1,1
74,4582,80,2,2,0
111,1120,46,2,1,0
26,1246,37,0,1,0
26,1350,34,0,1,0
89,2840,110,3,4,1
59,6845,130,3,3,1
